0,1,2
-0.25160962412219456,-1.684174952389417,-0.8973941493619356
2.5353010228559243,1.8550518379253136,-2.9003242881677314
2.430481385676,0.3947813622151507,4.421454194884022
-2.6333768751837137,-0.24680337735305852,0.21364942962725086
-0.28691154889284914,2.298872591180667,-1.4089765190161516
-0.10864906437836153,-2.421630590346443,2.151449306628574
-0.9696026862653294,-1.3062427409291306,1.7948331082489613
7.582335251259515,-0.12397305816505658,-1.4807331532032773
-1.4498588601544233,-0.8577680221914246,-0.692647598578828
-3.6358188508025555,-2.0730798138262694,0.06881268644703346
-0.7693029432479608,-0.18082153171002116,0.3512950307477092
7.141742890357348,-0.1627124508362689,-2.022097562851478
-1.3114701833668785,1.2905846438582407,-0.0558774615180229
-2.093796753083374,4.376004924612579,1.8290135356906303
-0.14018064959626977,-0.7202755892558624,0.8656505326249146
7.130100286070772,1.0058600217366327,-3.005934952598366
-2.7466736525143083,1.4246564264725095,-1.306383088063918
-0.3610936518669636,-1.3247251452295155,-0.15249273162906704
0.16797835274676107,-1.037969068758593,0.654061547016938
-0.9103023588390172,-0.6430231676804984,-0.020695616930647875
-0.3472334913245891,-2.914044368907164,1.4798419044247517
-0.8339816847177346,0.2984551920484917,-1.041857027461324
-1.0329496003273742,6.545458526030083,2.0611495911632063
2.765457918681916,0.05714594770304632,4.098881248379213
0.3555086540777956,3.331414322807039,3.881328961644413
2.4520575394622584,0.009703160731333635,3.582029395844405
-2.0576190482937458,-2.7525357274300766,-0.2875842214329576
-0.5493643264256175,-0.7641255241551611,-1.6389886898091148
-2.428300140001218,-1.3871147684653684,-2.1623395563822707
3.922338955040846,-1.2549753008275557,0.1770236663717265
-2.3950075032139893,-1.5836030800240342,-1.0911840693197579
2.8751195032317125,-1.647585147590116,1.0524782322267343
-1.0630975449064657,-1.0725655083225323,-1.4792069768806828
3.5105568317521203,-1.7020484869768706,-1.0051534745700033
-2.517098422912385,-0.12423115232484218,0.20520040208021356
-0.7687157400820314,0.21436008404819554,-0.6546285233098462
-1.487816928048479,3.196347069400314,-2.0468509020462626
-2.913155650690304,-1.6937081866382633,-0.3663703792950249
0.4198720906705748,2.6762242342344793,-3.3953490976516654
-1.1573626349634336,0.42297404871338606,-2.336592498363959
-0.01265939800518164,-3.0506416231209874,0.8566354608939927
3.8030964753966954,-1.4676750597138573,-2.6131417843601943
-0.9676948716800329,-2.400657740052085,0.9946262614634206
-1.0342019291901672,-1.2753237477587895,-1.5772315503506686
-0.3766001547082669,3.4348755640642104,-2.2226552738788197
0.46053811154395274,3.1442190104938734,-0.489285313436947
-2.64476687563899,-1.391175254712134,-0.32742486964614215
-1.1161797100313502,0.13940739580577263,2.8178817300280774
2.3671179212277758,0.48413193709498487,3.430306864019391
2.2992305276593554,-1.7313582264941167,0.7424823568071873
-0.7428549380385392,-0.6635722124521894,0.8322639091725934
0.19016932620254096,3.5674060910651244,3.495856149031459
-3.6196878096137315,1.5547304687779886,-2.580794146332211
-2.87724016808679,-2.317870078456073,0.6364570130525724
-1.7967667706992356,2.2553458420743646,-1.4344670420721108
