pca1,pca2,pca3
0.883238140789135,-0.3308063716266445,-0.5983589999008596
-0.6678687617931872,0.4113640019104425,0.136777312341013
0.5902971879858135,-0.5087358570429825,-0.08268384602218677
0.8120264071481794,-0.35255754472975626,-0.6331080405927949
-0.8287213924238307,0.43922169470385264,-0.13663615096697215
0.2865259472938827,-0.44532253462769433,0.4625544662374022
0.29605862633555324,-0.4528895989217711,0.37606239008988734
0.24684260728909874,-0.45167514442804524,0.20747675979362246
0.2344294699179344,-0.4682425944913034,0.17831970846784692
-0.3332254920804981,-0.4448403903017567,-0.20714334206791687
-0.6883865581431075,0.0471710037210126,-0.04503025483029169
-0.49158346473707515,0.061116400617222795,-0.24488906737282473
-0.6998452001062464,0.05350465251869482,-0.04960506047455527
-0.7057605747367109,0.10669209220618518,-0.07216090979886075
-0.7000014737538645,0.11886604909415344,-0.05469457187231843
-0.6858463899512659,0.08256547875209626,-0.06322180209298267
-0.26620976349538783,-0.38556687101064907,-0.23590946436183444
-0.25413599420576355,-0.26711974541845845,-0.08793671385807536
-0.5835643662049146,-0.0743791655530086,-0.05612052675432323
-0.5447939539317362,-0.08768408106699177,-0.04613820174412791
-0.5070463356857972,-0.20769624284036525,-0.09736274732448011
-0.44086165042931363,-0.16827846420789785,-0.05541519574893311
-0.43062291249332185,-0.16710142377501333,-0.10122982533490218
-0.4412521153429705,-0.15184469901731495,-0.12228195557111946
-0.1569015159960512,-0.21734178109767835,-0.06835859105851917
-0.15228603022497386,-0.22073284499342088,-0.09794482813892036
-0.210909995718791,-0.24660206529552578,0.040099298259310634
-0.130531686017659,-0.12579582953873497,-0.1476643690873032
-0.11301843004657315,-0.056308333779963665,-0.16601151707567738
-0.10618412547919862,-0.031702363511710546,-0.14755800362629753
-0.07619895361706078,0.01873277012911474,-0.09105967200891424
0.23533496799839398,-0.3320688993779254,0.2741178226021241
-0.06053237799824571,0.150397880076813,0.08455069336955308
-0.13495667523387184,0.2696075072072983,0.17940291804036163
-0.18062188263208573,0.3518870219087141,0.2425444018279703
-0.19158468495685646,0.36488632558308987,0.2867986969338069
-0.21143355337436118,0.31519234015280323,0.2884823416863655
-0.13717794104681683,-0.216078529456617,0.3265533500710577
-0.26613782530573593,-0.030203468615266838,0.25484663956042725
-0.5296401279400474,0.26355908929654487,-0.24123507327130567
-0.15848451825195903,0.25250798047187223,0.3796083130396487
-0.087140582949997,0.11485832381654525,0.2001610073400605
-0.034268328582944714,-0.24924940685080432,-0.060100566600622816
-0.013386697295393742,-0.20479112051717557,-0.08075987424714706
-0.2536583241982747,0.3568708876122667,-0.36917552484824134
-0.1675799848151392,0.25589479627515854,-0.47951088854308954
-0.04735876212219616,0.15155798454993552,-0.566267163234068
-0.01248946204370446,0.162525415021077,-0.5567378001998947
0.03414941215255554,0.19111758621463906,-0.5026380407685144
0.03414941215255554,0.19111758621463906,-0.5026380407685144
-0.603821564506076,0.18382133603770723,0.5459542711015739
-0.46232601733898554,-0.01986638206708381,0.824230788516951
0.1967979048670869,0.0788655972545461,-0.5266072582304724
-0.4982566230161071,-0.06283651134472747,0.5897793806310165
0.2299348137292115,-0.008627003280505982,-0.35594198539640537
-0.4686909481442491,0.12113440908758022,0.24153758641813883
-0.3851269589250231,0.15281101828762075,0.20169610271727187
-0.41387080863031506,0.27247907363826696,0.18372933283724424
-0.5314899166789582,0.15495846786067166,-0.13653364170517454
-0.09369602724855043,-0.13096430711953347,0.6948632789941257
-0.13865933390752616,0.04702954763739245,-0.035960585312772596
-0.11680575634626064,0.06274353540075707,-0.02131541203853585
0.17349017194682428,-0.37650082375777794,0.04583638452886581
0.16516115695651792,-0.3659167973639706,0.06863982682812005
0.10474953909645922,0.08202335822798433,-0.21803529054757187
-0.04705750303532612,0.094107597733188,-0.20856934258504467
-0.34927026107612197,0.22793400641342057,-0.12018865784164846
-0.02512560173699837,-0.5338300025040937,-0.09830847380497142
-0.01820700844755472,-0.5261052187808324,-0.15841515715182747
0.026978550638465857,-0.4050692012891569,-0.18996603598951337
-0.5299035879916578,0.40208290671196417,0.02731382724243798
0.012850933392766021,-0.3735457788717946,-0.23329745478980393
-0.02248342714936479,-0.3510274302223648,-0.21291780987295011
-0.033144219510415684,-0.3053900485957629,-0.19735845980267983
-0.03838267046871911,-0.2487142876513191,-0.2540585008883829
-0.03838267046871911,-0.2487142876513191,-0.2540585008883829
-0.033506979475264875,-0.25448032581631697,-0.3064657954019639
-0.024003129244182884,-0.3093372910169291,-0.2830659589853136
-0.026640358317370036,-0.23894858883827017,-0.2629505657929873
-0.14043916203060988,-0.03916251755552875,-0.19043267856017077
-0.37957756139738336,0.3587278302851473,0.136537467825072
-0.40169775832538984,0.3990516258467015,0.15058097853761643
-0.3780356130643178,0.31217792818799023,0.17150920047633386
-0.09479455378650416,0.20984629797345192,-0.015312169252107356
-0.09479455378650416,0.20984629797345192,-0.015312169252107356
-0.06772326537210654,0.13273913526781178,-0.05877266649817803
-0.3146017137556916,0.20870062225804498,0.17689123997688277
0.1567618341978045,-0.1456007642121741,0.006493378984894505
0.23003730254823485,-0.0979133932560158,0.004963400714996655
0.3498527180612377,-0.1512839156216868,0.09471902573611186
0.17415296852292403,-0.13097079221023408,-0.022725525612106508
0.06404533964476053,-0.3535795855577018,-0.3800001675610454
-0.5756871624935471,-0.16344882162519914,-0.37557346196981245
-0.5693372684650094,-0.2261212434497017,-0.39673524945932664
-0.5239830334042963,-0.24319658777606715,-0.30355065187175684
-0.5202745089298477,-0.30305164767167975,-0.39133384164619667
-0.42412461092198955,-0.3858894811129387,-0.2745479952995452
-0.3703996514991453,-0.40316916122920776,-0.15320166240265792
-0.31185449197900905,-0.519627168658972,-0.19588616328396372
-0.26090976020006557,-0.5582946794482659,-0.12759320618358516
-0.14950572183903624,-0.5183306869404529,-0.01369193801370955
-0.10372592579471424,-0.47051221571139656,-0.04169617913938434
-0.10662689696847827,-0.5536037901113352,-0.0546368236438649
0.03889142621488522,-0.5199203805312935,0.12024406840756478
0.3484620855604705,0.3318230881071567,-0.29165136057904234
0.23419877514477952,-0.5296246018543476,0.34634159945139803
0.39421993610075606,0.4535622124281617,-0.29693528852683443
0.355194980743273,-0.5089793739527162,0.37482933440418376
0.49668111703008744,0.37888176762220077,-0.4278307224576915
0.6079302597992203,0.2988655082220293,-0.35679351191843184
0.6223297572326973,0.3170341352447898,-0.3846992857212815
0.7186481495042434,0.225150649643209,-0.40451058456953287
0.044474843445098486,-0.3940863106067393,0.4521330740018184
0.05451709407383437,-0.4164676580580713,0.5350733628511049
0.6970929145394625,0.24365784313800867,-0.3442084420353956
0.7720781853414349,0.27379246725097633,-0.41163871237879557
0.8602475773293953,0.24916843919556403,-0.4798633173613973
0.8325084856386151,0.26489570231390686,-0.4422119764553818
0.8132269065395016,0.11126417312421277,-0.5383977006632303
0.795084817949725,-0.00770052447463087,-0.47917896404618604
0.8228952422453357,-0.029625684953735274,-0.49403746126676135
0.6512011123224312,-0.3499285927273202,0.34845535272972167
0.5670721043567786,-0.33477381628856073,0.2631084341901238
0.18104696495727765,-0.17573344443577912,0.40405953736327305
-0.9543011651589767,0.5969234385212878,-0.09551870560869746
0.9733408857379007,-0.27779489965599435,-0.48299403423007864
-0.48802002122097105,-0.21552431666088614,-0.2198309818106353
-0.4683699215304709,-0.2074311394358852,-0.19774077415640856
-0.8778381022152867,0.3605210630407732,-0.1817409789643361
-0.47077653454802626,-0.20126476930099038,-0.30088311600788936
-0.2825827011878854,-0.4541899936927942,0.0015032569063041683
-0.04562769523940142,-0.02429227467330947,0.6092019309549401
0.029815264684598747,-0.02368099959012889,0.5721140498544564
-0.6152717779001597,0.2473786618996204,0.1930647831173275
-0.13827444745123382,-0.5518723318710246,0.2370468176358234
0.11752030156399199,-0.05131353518305962,0.6210836164212604
0.47097097099628243,-0.48900569934371196,0.33479286267511593
-0.6166239049363024,-0.02051574917982017,-0.21843290036789273
0.22497952627771495,-0.37223356225842275,0.8882013896924689
0.5992399028182489,-0.22402501810140513,0.317780042385986
0.18650359238061867,-0.4088150798024249,0.7022757481458639
-0.724261872014095,-0.24052129399893168,-0.3286710239298562
-0.7184435771426287,-0.20625885799676644,-0.27769631758825764
-0.6965469306300915,-0.2631162580296898,-0.2897548871626007
0.6474512434545341,0.4879927010528826,0.461817920554645
1.2125129139148967,0.30086580416452496,0.28321738019205883
1.4109979771926493,0.03172260377875011,0.26995199112946294
-0.7392981292781373,-0.09424246994520678,-0.3167915105007363
1.5605226708553874,-0.11196347809635188,0.2236230724616114
1.534086694902288,-0.14115331369404344,0.23010512390749968
0.2976739781541312,0.09879074875554604,-0.40104850274574944
0.3871615059596267,0.00959278271484711,-0.47020927817057917
0.5540020083738864,-0.13964927314512865,-0.4349082916165374
-0.6092064132571078,-0.15819092527402195,0.22948050167779385
0.6899687569874582,-0.38685380138424347,-0.3049183258671601
0.6052083727172456,-0.431382213889809,-0.30857903315771307
-0.2166830230086996,-0.33527368212129915,0.3589677703309231
-0.2391036451415694,-0.41446705935117023,0.2822294061038786
-0.45885215600223994,-0.7098538652889512,0.11535275092030257
-0.33528993265390605,-0.5532658624671238,-0.04457064314205312
-0.4261672091782338,0.12230645473875912,0.19189756728133187
-0.5396924920443327,-0.2296565665655672,0.12327189528913401
-0.5230975208769058,-0.2524858810917111,0.09219511664032001
-0.7299862320477822,0.2067863773449311,0.06861183748470458
-0.30522869592751267,0.05731058736296254,0.13125771169386216
-0.3486830011831086,-0.22999610299490142,-0.4997999865120844
-0.18376873959436124,-0.10572072853747584,-0.4103874708625475
-0.11384314497965368,-0.015454894634365978,-0.3154890892010006
-0.08228521128967628,-0.0244184317875852,-0.31056789938742896
-0.08228521128967628,-0.0244184317875852,-0.31056789938742896
0.07549094841120006,0.21852880974217168,-0.085439433444104
0.00438868813936186,-0.01700117753315582,-0.2749928069893886
0.06491306868084536,-0.4753577156907231,-0.6252369545104867
-0.0674425133663511,-0.3446743861683784,-0.5604186997384348
-0.07477921032761889,-0.2758277996309246,-0.5653408124145972
1.1876785010380373,-0.3491027796516593,0.1125380317195756
1.2151870844517654,-0.33135698367047495,0.10420752836152028
1.422229860928445,-0.2803712300969686,0.0032648234114141836
-0.30089184184654305,0.22807693419298028,0.7701769231447521
-0.2484195535332292,0.002867779111146592,0.6805803638201902
-0.6720921668734913,-0.24836750630706744,-0.18766594085291605
0.19539279116678956,-0.37491235897628805,0.24565962633120214
-0.1620942231036732,0.5597172031971803,0.3350225632406214
-0.14809930610009936,0.6243812459988122,0.2950879137967733
-0.12730372690683975,0.5707666841443719,0.3096717786746124
-0.15985119108908924,0.47066468482570495,0.3358889316851947
-0.1383256654350139,0.4720173255234308,0.27716257321779464
-0.45185495634530326,-0.4605644911607379,-0.5400472786076738
-0.10142267506920713,0.5399767434569295,0.14885968072015973
-0.04361397216642838,0.598766795886158,0.061274208071321695
1.3336731320009583,0.13104705093546162,0.06094321097762913
0.0641857909121085,0.8101949010299698,-0.02596746359966135
0.11970784945806079,0.8742555929233428,-0.09429344023940318
0.0700393094560399,0.7697224586586903,-0.0649463414256483
1.3268004068195587,0.19293830546292356,0.09481760487591855
0.20778031840512695,0.8877678139009395,-0.23232762276903432
1.3175890001210617,0.23880306144856406,0.11117661065007815
1.3175890001210617,0.23880306144856406,0.11117661065007815
1.3018098349388354,0.28608990090383696,0.11262336568447125
0.20410789232978532,0.8986279831022274,-0.2647341427125959
-0.30621847533088714,-0.6387364273029755,-0.3452627298137978
0.2360608471369494,0.9070355993462906,-0.23167424050814397
1.352640340287842,0.37728254986920484,0.11669026793016085
0.2787748617977102,0.9240553788552311,-0.3180836425421999
-0.26221580823647567,-0.5929570193663204,-0.3167001392241381
0.3406581487703209,0.8909107809387828,-0.4494411770859162
0.365447870979191,0.8767531851385908,-0.40498647558357015
-0.21505750186557016,0.18701974062989657,0.23668401216567095
0.36972604051592,0.8476072695718769,-0.4105145132052881
0.29901924248966755,0.6849505938042769,-0.3477978231707299
0.3419125180830896,0.7861053937536983,-0.38196322155616713
1.015763303589401,0.6376892348185085,0.3779719732083571
0.34902747876391677,0.5801873725338078,-0.42748187967682183
-0.6095709565443208,0.45243476867198085,0.13942956025323108
-0.015526591756842586,-0.2853304325566394,0.38759665711408436
-0.00926953199538509,-0.2605256296151662,0.39173059947214867
0.10647174225638541,-0.00445870034360571,-0.25611667906358637
0.10388081908016232,-0.02315784714542138,-0.31421760200180837
0.10098233715407647,-0.05872612483835418,-0.32044978596254964
0.02588799572625623,-0.19611155387573795,0.33923158672395337
-0.2642975112325902,0.23037378554474947,0.4566072291672486
0.13152904292595924,-0.07526256380273898,-0.2853680581525542
-0.7284200580319455,-0.014101927222151428,-0.16654595085318202
-0.46781735375851774,0.1587160018111094,0.2679378733450389
-0.3778348541615026,0.09888649172397031,0.23986596040703187
-0.3778348541615026,0.09888649172397031,0.23986596040703187
-0.3743816637418918,0.07630585663144715,0.22850335199495414
-0.26480426032583154,-0.11909562257093788,0.2528377192330664
-0.7070296118063116,0.2671592200629369,-0.16074246317415775
-0.1620718175946459,-0.46721704976473477,0.2569417719594723
-0.1419489522495948,-0.5139379917513621,0.45017623524212635
-0.6645217676453178,0.2502874916065659,0.10230144844437693
-0.5163738632359312,-0.29435821606166207,-0.30443194375909166
-0.2820086629797783,0.42905716049061216,-0.0947236296091984
-0.25202124302793577,0.3542928116279086,-0.20964889168635606
-0.34095246501990106,-0.6064499194915038,-0.29084656764659655
0.10818618217969204,0.24824569957267234,0.6334507178228787
1.3861276602480206,0.049177912434803066,-0.05794697233365979
-0.20273627111314624,-0.09785607992869491,-0.08542508034216514
1.325507431425352,-0.1215614670768248,-0.03725262654596997
0.1531223126898593,-0.1913440228769161,0.0823366953625038
0.6025415781128384,-0.046943221791304335,0.595255951924897
1.1720014679159891,-0.3021260778893461,-0.04165722765013589
0.6630407768593136,-0.25440830485606,0.33641061667880096
0.7871976692630723,-0.1569084913098404,0.6073335278674382
-0.6269698202926222,0.19547074194612143,0.25433832006013934
-0.5638208676230358,0.0800414095002021,-0.07979076379243351
-0.44069140506984916,0.13392102652030477,-0.12131723451819232
0.8261767809682136,-0.289799751455923,0.7981084631545414
-0.4878713142799167,0.43938521936547664,0.22706888264394312
-0.3437342908728684,0.2300551528374621,-0.13329558670465042
-0.16217598480142903,0.19380149221263243,-0.2615619393620119
0.7605547368756895,-0.21629781384330385,0.5969781003589807
-0.15965470695637723,-0.34444374179691434,-0.3421778751957753
0.4936614239705445,-0.029394970654932753,0.47096467804981806
-0.31163033805307816,0.11795262872545101,1.0008755161306817
0.3032970507975952,0.346545817321447,0.4861369757074694
0.09419257138003646,0.26484130903245406,0.616554757055617
0.1857855825863335,0.23243752297111217,0.42404141911694176
-0.509016115767882,0.43080012782161675,0.3221500925755433
-0.43306180017560325,0.4654151043637182,0.29998501306744296
-0.5498909908618237,-0.2173255911198738,0.004482119657875907
-0.39040166981439084,0.3590875920345743,0.1716892797197982
-0.15687999433804428,0.13927535474319688,0.027711529487742293
-0.5137282494337839,0.035268217599633445,0.6951919539194081
-0.5806256107640125,0.3362152685027014,0.035446404635543646
-0.027857714859020607,-0.6508012013891684,-0.12531849006611095
-0.030833216184231543,-0.6185156624267879,-0.08028237413200114
-0.00626677995663646,-0.6626825225269305,-0.07429580122859201
0.202346774336485,0.4141960708190556,0.2944748087215979
0.28330180326189874,0.3046207324436678,0.19673314519808466
0.276295906226251,0.2645133956469569,0.19804453940612146
-0.5302436295769513,0.4102199479115621,0.30684271701889404
-0.5423323855456813,0.4259493900838793,0.32269779979378627
-0.39115366856453254,0.3267303154057925,0.09766388883030742
